reference,prediction,wer,substitutions,deletions,insertions,ref_len_words,severity
මෙම ලිපිය ඕනෑ ම අයෙකුට දැක බලා ගත හැක.,මෙම ලිපිය ඕනෑ ම අයෙකුට දැකබලා ගත හැක.,0.2222,1,1,0,9,minor
පින් කර ගන්නට මනුස්ස ලෝකයට ම ආ යුතුයි කියා.,පින් කර ගන්නට මනුස්ස ලෝකයට ම ආයුතුයි කියා.,0.2222,1,1,0,9,minor
මේ හැම එකක් ම පිටකොටුවෙන් අඩු මිලකට ගන්න පුළුවන්,මේ හැම එකක් ම පිටකොටුවෙන් අඩුම් විලකට ගන්න පුළුවන්.,0.2222,2,0,0,9,minor
රටේ ම බබාලා මේ ගැන තුෂ්ණිම්භූත වී සිටිය ද,"රටේ ම බබාලා මේ ගැන තුෂ්ණිම්භූත වී සිටියද,",0.2222,1,1,0,9,minor
මොකද මේවා අපට තිබෙන වටිනා ම ජාතික වස්තුන් නිසා.,මොකද මේවා අපිට තිබෙන වටිනා ම ජාතික වස්තූන් නිසා.,0.2222,2,0,0,9,minor
එය පරිසර බලපෑම් ඇගැයීම් වාර්තා වේ පවතින ප්‍රධාන අඩුපාඩුවකි,එය පරිසර බලපෑම් මැගීම් වාර්තා වේ පවතින ප්‍රධාන අඩුපාවඩුවකි,0.2222,2,0,0,9,minor
එක වසර හොඳ වෙලාවට දුරියන් ගෙඩි කාටවත් අහුවුනේ නැත්තේ,එක වසර හොඳ වෙලාවට දූරියන් ගෙඩි කාටවත් අහුවුණේ නැත්තේ,0.2222,2,0,0,9,minor
රාත්‍රී සිදු වන වස් ඇරීමේ කටයුත්ත අවසන් කිරීමෙන් පසු,රාත්‍රී සිදු වන වසඇරීමේ කටයුත්ත අවසන් කිරීමෙන් පසු,0.2222,1,1,0,9,minor
ඇතැමුන්ගෙන් මගේ හමට දැනෙන්නේ හැගීම් අකුළුවන සුළු වූ රස්නයකි.,ඇතමුන්ගෙන් මගේ හමට දැනෙන්නේ හැඟීම් අකුළුවන සුළු වූ රස්නයකි.,0.2222,2,0,0,9,minor
උබලගේ කුරුස නොර්වේ සල්ලි අරගෙන උන්ට ම එරෙහි උනා,උඹලගේ කුරුස නෝර්වේ සල්ලි අරගෙන උන්ට ම එරෙහි උනා,0.2222,2,0,0,9,minor
මුලින් ම පුතෙක් ලැබුණු එක හොඳයි කියලා දැන් හිතෙනවා.,මුලින් ම පුතෙක් ලැබුණු එක හොඳයි කියල දැන් හිතෙනව.,0.2222,2,0,0,9,minor
සම්බන්ධතාවයක් දායකත්වයක් දක්වනවා මේ නිර්ණ අණු රාශියක් සම්බන්ධ වෙනවා,සම්බන්ධතාවයක් දායකත්වයක් දක්වනවා මේ ඩිෆ්ර් අනු රාශියක් සම්බන්ධ වෙනවා,0.2222,2,0,0,9,minor
මේ කථාව මහායාන බුද්ධාගමේ සුත්‍රයක ද කොහෙද දැක්වෙන බව.,මේ කථාව මහායාන බුද්ධාගමේ සූත්‍රයක ද පොහොත දැක්වෙන බව.,0.2222,2,0,0,9,minor
අද ම මේ ආරංචිය කියන එක හොදයි කියල හිතුවා,අද මේ ආරංචිය කියන එක හොඳයි කියල හිතුවා,0.2222,1,1,0,9,minor
එක් කණ්ඩායමක් කොරියන් ද අනෙක් කණ්ඩායම චීන ද වේ,එක් කණ්ඩායමක් කොරියන් ද අනෙක් කණ්ඩායම චිනද වේ,0.2222,1,1,0,9,minor
එකල අධ්‍යක්‍ෂ ජනරාල් වරයා මාසික ව ජාතික උද්‍යානවලට ගොස්,එකල අධ්‍යස්ථ ජෙනරාල් වරයා මාසික ව ජාතික උද්‍යානවලට ගොස්,0.2222,2,0,0,9,minor
ඔබතුමා හිරේ ඉන්දැද්දි අපට මුකුත් කරන්න බැරි වුණා නේ,උඹතුමා හිරේ ඉන්ද්දි අපට මුකුත් කරන්න බැරි වුණා නේ,0.2222,2,0,0,9,minor
අග්‍රාමාත්‍යවරයා නුදුරේ දී ම ලංකාවට පැමණි විවේක ගනු ඇතැයි,අග්‍රාමාත්‍යවරයා අනුදුරේ දී ම ලංකාවට පැමිණි විවේක ගනු ඇතැයි,0.2222,2,0,0,9,minor
මෙම උපදේශන සභාවේ සභාපතීත්වය අමාත්‍යාංශ ලේකම්වරයා විසින් දරනු ඇත.,මෙම උපදේශන සභාවේ සභාපතිත්වය අමාත්‍යාංශ ලේකම්වරයා විසින් දරුණු ඇත.,0.2222,2,0,0,9,minor
මීට ටික කාලෙකට කලින් මෙහෙ බීච් පාර්ටි එකක් තිබුණා.,මීට ටික කාලෙකට කලින් මෙහෙ බීජ් පාටි එකක් තිබුණා.,0.2222,2,0,0,9,minor
බල්ලා වෙනුවෙන් ම වෙන් වූ සේවකයකු ලවා ඉටු කරවයි,බල්ලා වෙනුවෙන් වෙන් වූ සේවාකයෙනුයි ලවා ඉටු කරවයි,0.2222,1,1,0,9,minor
ඇරිස්ටෝටල් තම නාට්‍ය ක්ෂේත්‍රයේ පරමාදර්ශී නාට්‍ය විදිහට ගන්නේ ඊඩිපස්,ඇරිස්ටෝටල් තම නාට්‍ය ක්ෂේත්‍රයේ පරමාදාසී නාට්‍ය විදිහකට ගන්නේ ඊඩිපස්,0.2222,2,0,0,9,minor
අතීතය වර්තමාන හා අනාගත යන තුන් කාලය පිළිබඳ ව,අතීතය වර්තමාන හා අනාගතයේ තුන් කාලය පිළිබඳ ව,0.2222,1,1,0,9,minor
අද එහි පැහැදිලි ව හඳුනාගත හැකි ගීක් පමණ තිබේ,අද එහි පැහැදිලි ව හඳුනාගත හැකි ගී ක් පමණ තිබේ,0.2222,1,0,1,9,minor
දිගින් කිලෝ මීටරක් වන අතර අවම පළල කිලෝමීටර තුනකි.,දිගින් කිලෝමීටරයක් වන අතර අවම පළල කිලෝමීටර තුනකි,0.2222,1,1,0,9,minor
එතකොට උඹ ඔය මැල්බොන්වල තියෙන ගුබ්බෑයම් අස්සෙ රිංගල ද,එතකොට උඹ ඔය මැල්බොන්වල තියෙන ගුබ්බෑයා මසේ රිංගල ද,0.2222,2,0,0,9,minor
දැන් දකුණට ද එල්ල කර ඇති බව පැහැදිලි ය,දැන් දකුණට ද එල්ල කර ඇති බව පැහැදිලිය.,0.2222,1,1,0,9,minor
එක දවසක් හස්බන්ඩ් කෙනෙකුයි වයිෆ් කෙනෙකුයි තර්ක කරනව ලු,එක දවසක් හස්බන්ඩ් කෙනෙකුයි වයිෆ් කෙනෙකුයි තර්ක කරනවා ම,0.2222,2,0,0,9,minor
මෝල් business එක ටික කාලයක් යනකොට මම එයාව support කරල උඩට ගන්න ඕන මෙයාව medium business එකක් විදියට. මධ්‍ය පරිමාණ ව්‍යාපාරයක්. මධ්‍ය පරිමාණ,"මෝල් business එක ටික කාලයක් යනකොට මම එයාව support කරලා උඩට ගන්න ඕන, මෙයාව මීඩියම් business එකක් විදියට. මධ්‍ය පරිමාණුවේ ආපාරයක්. මධ්‍ය පරිමාණුවේ",0.2174,5,0,0,23,minor
අපි team එක ඕන වෙලාවක ලෑස්තියි ඔබට respond කරන්න. ඒ වගේම අපේ resource person pool එකක් සූදානම් ඔබ එවන ඕන ප්‍රශ්නෙකට හරිම උත්තරේ,අපි ටීප් එක ඕන වෙලා කරැස්තියි ඔබට රැස්පොන් කරන්න. ඒ වගේම අපේ resource person pool එකක් සූදානම් ඔබ එවනවා ඕන ප්‍රශ්නෙකට හරිම උත්තරේ,0.2174,5,0,0,23,minor
"ඒ ඒක නොවෙන විදියට කරන්න පුළුවන් හොඳම ටූල් එක තමයි මේ insurance කියලා කියන්නේ, මම අනිවාර්යෙන් අනන්තවත් දැකලා තියෙනව අපේ දෙමව්පියෝ සමහර වෙලාවට",ඒක නොවෙන විදියට කරන්න පුළුවන් හොඳම tool එක තමයි මේ insurance කියලා කියන්නෙ. මම අනිවා අනන්තවත් දැකලා තියෙනවා අපේ දෙමව්පියෝ සමහර වෙලාවට,0.2174,4,1,0,23,minor
ඔයාලා එ කැමති විදියට තමයි දාලා තියෙන්න ඕන මොකද අපිට කියන්න බැහැ ඇත්තටම අපි,ඔයාලා එක් හැමැති විදිහට තමයි දාලා තියෙන්න ඕන. මොකද අපිට කියන්න බැහැ ඇත්තටම අපි,0.2143,3,0,0,14,minor
ආයුබෝවන් කියලා පිලිගන්නවා අදත් techie cony channel එකත් එක්ක එකතුවෙලා ඉන්න ඔයාල හැම කෙනෙක්ම,ආයුබෝවන් කියලා පිලිගන්නවා අදත් techie cony channel එකත් එක්ක එකතු වෙලා ඉන්න ඔයාලා හැම කෙනෙක්ම,0.2143,2,0,1,14,minor
