reference,prediction
ඇයි රස්ට් විසින් පරණ සිද්ධිය නැවතත්,ඇයි රස්ට් විසින් පරණ සිද්ධිය නැවතත්
බලල ඉවර වෙලාත්,බලල ඉවර වෙලාත්
ඔය පිංවතුන්ට,ඔය පින්වතුන්ට
ඔබාමා හුසේන්ගේ ඉඳුල්ද?,ඔබාම අවසින්ගේ ඉඳුරු ද
ජීවිතයත් සමාජයත් නමැති මෙවලමෙන් පමණි.,ජීවිතයත් සමාජයත් නමැති මෙවලමෙන් පමණි.
කාටූන් චිත්‍රපටියක් තමයි මේක,කාටූන් චිත්‍රපටියක් තමයි මේක.
ලියපුවා යැයි කියන්නට අපහසු ය,ලියපුවා යැයි කියන්නට අපහසු ය.
මේක නොවැදගත් කිව්වා,මේක නොවැදගත් කිව්වා
වාස් සතුටු වෙනවා පෙනුණේ නැහැ.,වාස් සතුටු වෙනවා පෙනුනේ නැහැ.
දෙවනියට අද මේක දමන්න කලින් කියවද්දි,දෙවැනියට අද මේක දමන්න කලින් කියවද්දි
ඔබ වැනි කෙනෙකුගේ දායකත්වය ලැබ,ඔබ වැනි කෙනෙකුගේ දායකත්වය ලැබ
එම පෞරාණික උරුමය පිරුණු කළුගල් ඇල්ලූ,එම පෞරාණික උරුමය පිරුණු කළුගල් ඇල්ලූ
ගොඩක් වැදගත් අපි නොදන්නා ගොඩක් දේවල්,ගොඩක් වැදගත් අපි නොදන්නා ගොඩක් දේවල්
තමා සඟවාගෙන ඉන්න වස්තුව,තමා සඟවාගෙන ඉන්න වස්තුව
සිය කරුණු ඉස්මතු කිරීමට,සිය කරුණු ඉස්මතු කිරීමට
ඔබේ චෝදනාව බොරු,ඔබේ චෝදනාව බොරු
මගේ දැඩි අවධානයට යොමු වුණා.,මගේ දැඩි අවධානයට යොමු වුණා.
බැදලා නෙවේ ද දාන්න ඕනෑ?,බැදලා නෙවේද දාන්න ඕනෑ?
එක දවසක් තවත් ඇමතුමක් එනවා,එක දවසක් තවත් ඇමතුමක් එනවා
එවැනි යානා ධාවනයට,එවැනි යානා ධාවනයට
දකුණු ආසියාවේ සිදුවීම් ගැන,දකුණු ආසියාවේ සිදුවීම් ගැන
දීඝනිකාය බ්‍රහ්මජාල සුත්‍රයෙහි ද සඳහන්ය.,දීඝනිකාය බ්‍රහ්මජාල සූත්‍රයෙහි ද සඳහන්ය.
සිංගප්පූරුවේ කැසිනෝ ආයතන දෙක පිහිටුවීමට,සිංගප්පූරුවේ කැසිනෝ ආයතන දෙක පිහිටුවීමට
උඹ දැන් එතකොට භාවනා කරල සිත දියුණු කරලා ද ඉන්නේ,උඹ දැන් එතකොට භාවනා කරල සිත දියුණු කරල ඉන්නෙ
මරණය හෝ සිහිමුර්ජා වීම,මරණය හෝ සිහිමුර්ජා වීම
අයගේ හිමිකම් හා අයිතිය ආරක්ෂා වීම පිලිබඳ,අයගේ හිමිකම් හා අයිතිය ආරක්ෂා වීම පිළිබඳ
දකුණු අර්ධගෝලයේ ශීත මුහුදේ,දකුණු අර්ධගෝලයේ ශීත මුහුදේ
එබඳු අවිද්‍යා සහගත විද්‍යාවක්,එබඳු අවිද්‍යා සහගත විද්‍යාවක්
හැමෝගෙම සහයෝගය,හැමෝගෙම සහයෝගය
දොර බාගෙට වසාගත්තේය.,දොර බාගෙට වසාගත්තේය.
අර පාරට පොලු අරගන බහින,අර පාරට පොලු අරගෙන බහින
මේ කරුමෙ නිසා.,මේ කරුමේ නිසා
එතකොට එයාට ඉන්නල ගාණ අඩු නිසා,එතකොට එයාට ඉන්නල ගාන අඩු නිසා
ඒ අවටත් තුවාල සිදු විය යුතුයි.,ඒ අවටත් තුවාල සිදුවිය යුතුයි.
ගේ හදන්නේ නැතුව.,ගේ හදන්නේ නැතුව
ක්‍රමාණුකූල විය යුතු ය,ක්‍රමාණුකූල විය යුතුය.
සමහර ලංකාවේ ගෑනුත්,සමහර ලංකාවේ ගෑනුත්
තව තවත් වර්ධනය වේවායි,තව තවත් වර්ධනය වේවායි
රට්ටු නං එක එක කතා කියනව.,රට්‍ටු නං එක එක කතා කියනව.
ඔබේ කාරුණිකත්වයට හා,ඔබේ කාරුණිකත්වයට හා
තුන්වන අවධියේ දී,තුන්වන අවධියේදී
කොටසක් දුටුවෙමි,කොටසක් දුටුවෙමි.
සාමාන්‍ය ජනයා පහසු ක්‍රම සොයති.,සාමාන්‍ය ජනයා පහසු ක්‍රම සොයති.
මේ අනුව මේ කරුණු සමුදාය නිසා ද,මේ අනුව මේ කරුණු සමුදාය නිසා ද
අපේක්ෂා භංගත්වයට පත්කරයි.,අපේක්ෂා භංගත්වයට පත්කර
බලනවා ජයෙන් ජය කොල්ලෝ,බලනවා ජයෙන් ජය කොල්ලෝ
එනකම්ම බලන් ඉන්න,එනකම්ම බලන් ඉන්න
හැබැයි මාර්තු හරි අගෝස්තු හරි තමයි,හැබැයි මාර්තු හරි අගෝස්තු හරි තමයි
රාජ්‍ය අනුග්‍රහය ඇති,රාජ්‍ය අනුග්‍රහය ඇති
ආපනශාලාවක් මංකොල්ල කන්න,ආපනශාලාවක් මංකොල්ල කන්න
ඔබගේ නොදන්නාකම ගැන,ඔබගේ නොදන්නාකම ගැන
සිරීපාදේ වදින්ට යන්ට බැරි උනා,සිරි පාදේ වඳින්ට යන්ට බැරි වුණා
