reference,prediction
බුදුරජාණන් වහන්සේ මේ බව,බුදුරජාණන් වහන්සේ මේ බව
අධිරාජ්‍යයේ ආර්ථිකයට දැඩි පසුබෑමකට මුහුණ දෙන්නට,අධිරාජ්‍ය ආර්ථිකයට රැඩි පසුබෑමකට මුහුණ දෙන්නට
ඔබතුමා බුදු දහමේ,ඔබතුමා බුදු දහමේ
ඇතැමුන්ගෙන් මගේ හමට දැනෙන්නේ හැගීම් අකුළුවන සුළු වූ රස්නයකි.,ඇතමුන්ගෙන් මගේ හමට දැනෙන්නේ හැඟීම් අකුළුවන සුළු වූ රස්නයකි.
රන් කොත් වෙහෙර පොළොන්නරුවේ රුවන්මැලි සෑය නිශ්ශංක මල්ල රජු විසිනි.,"රන්කොත්, වෙහෙර පොළොන්නරුවේ රුවන්වැලි සහේ නිශ්ශංකමල්ල රජු විසිනි."
අනුන්ට උපකාරී වන තැනැත්තාය.,අනුන්ට උපකාරී වන තැනැත්තා ය.
මෙයින් සතියක් ඉකුත් වෙද්දී,මෙයින් සතියක් ඉකුත් වෙද්දී
මහා ඤාණය ලබා ගැනීමයි.,මහාඥානය ලබා ගැනීමයි.
අද මන් විශ්වාස කරනවා.,අද මන් විශ්වාස කරනවා
ඉතිහාසය සාහිත්‍ය සංගීතය,ඉතිහාසයේ සාහිත්‍ය සංගීතය
බුදුරදුන් පිරිනිවන් පෑවේ,බුදුරදුන් පිරිනිවන් පෑවී
වැරදියි සිතමි,වැරදියි සිතමි.
එම ශිල්පියා,එම ශිල්පියා
මුහුණ දී ඇතැයි මල්කාන්ති මහත්මිය පැවසුවා ය,මුහුණ දී ඇතැයි මල්කන්ති මහත්මිය පැවසුවා ය
නියෝජිතයන් තෝරා පත් කර ගැනීමේ ඡන්දයට,නියෝජිතයන් තෝරා පත් කර ගැනීමේ ඡන්දයට
කොහොම ද කියන එක.,කොහොම ද කියන එක
මෙත් වැඩීමෙන් ලැබෙන සයවැනි ප්‍රතිලාභය මෙයයි.,මෙත් වැඩීමෙන් ලැබෙන සයවැනි ප්‍රතිලාභය මෙයයි.
සැබෑ වෙදකම සොයා යාමට,සැබෑ වෙදකම සොයා යාමට
ප්‍රචණ්ඩ නොවී කොහොම ද,ප්‍රචණ්ඩ නොවේ කොහොමද?
ව්‍යාපෘති ආරම්භ විය.,ව්‍යාපෘතිය ආරම්භ වීය.
උන් වැඩිහරියක් නාකි වෙලා,උන් වැඩිහරියක් නාකි වෙලා
කියමින් කලකෝලාහල කරයි.,කියමින් කලකෝලාහල කරයි.
බුදුරජාණන් වහන්සේ මංගල සූත්‍රයේ සඳහන් කර ඇති ආකාරයට,බුදුරජාණන් වහන්සේ මංගල සූත්‍රයේ සඳහන් කර ඇති ආකාරයට
දේහය ගෙදර තිබූ දින තුන ම,දේහය ගෙදර තිබූ දින තුන ම
උන්වහන්සේ අමිහිරි වදන් භාවිත කරන්නේදැයි විමසයි.,උන්වහන්සේ අමිහිරි බදන් භාවිත කරන්නේ දැයි ගෙමසයි
මොනතරම් කටයුතු තිබුණත්,මොනතරම් කටයුතු තිබුණත්
අවබෝධයට මග අහුරාලයි,අවබෝධයට මග අහුරාලා ය
මෙයින් පාචීන රජතුමා ද මෙහි සිටි බවත්,මෙයින් පා චීන රජතුමා ද මේ සිටි බවයි.
එසේ උපදෙස් නොදුන්නා,එසේ උපදෙස් නොදුන්නා
සබන් බුබුලේ පින්තූරය.,සබන් බුබුලේ පින්තූරය.
අනෙක් රොෂාන්ලා දෙන්නා එයාගෙන් ඇහුවෙ,අනෙක් රොෂාන්ලා දෙන්නා එයාගෙන් ඇහුවෙ
ඒකයි ඔය හිතේ අමාරුව,ඒකයි ඔය හිතේ අමාරුව
පිළිතුරක් දෙකක් පමණක් ලියන්නම්.,පිළිතුරක් දෙකක් පමණක් ලියන්නම්
සූර්යයාගේ ඇතුලතට වන්නට,සූර්යයාගේ ඇතුළතට වන්නට
ඒත් දැන් හම්බන්තොට වරාය,ඒත් දැන් හම්බන්තොට වරාය
රතු දත්ත පොත යනු,රතු දත්ත කොත යනු
එක් දවසක් ඒ ස්ථවිරයන් වහන්සේ,එක් දවසක් ඒ ස්ථවීරයන් වහන්සේ
හැබැයි මමත් ජාලෙ ඉන්නෙ,හැබැයි මමත් ජාලයේ ඉන්නේ
එකිනෙකා අමාරු වේ දාන සහ අනෙකා අමාරු වේ වැටෙන තත්වයක් තමයි,එකිනෙකා අමාරු වේ දාන සහ අනෙකා අමාරු වේ වැටෙන තත්ත්වයක් තමයි
නොදැන සිටි බව පමණක් අපි දන්නෙමු,නොදැන සිටි බව පමණක් අපි දන්නෙමු.
මගෙ හිත හොදට ම ඇදිලා ගියා,මගෙ හිත හොඳට ම ඇදිලා ගියා.
කුමාරයාගේ හිත දිනා ගන්නවා.,කුමාර් එකේ හිති දිනා ගන්නවා
ශිෂ්ඨසම්පන්න පිරිසක් නො වේ,ශිෂ්ඨසම්පන්න පිරිසක් නොවේ.
නීතිමය පිළිගැනීමක් තියෙනවා.,නීතිමය පිළිගැනීමක් තියෙනවා.
කටුනායක අධිවේගයෙන් ගසා කාලා තියෙනවා.,කටින්වායක අධිවේගයෙන් ගසා කාලා තියෙනවා
මේ කී සිදුවීම ය,මේ කී සිදුවීමය.
ඔහුට කොපමණ නම් සතුටු හිතෙයිද?,ඔහුට කොපමණ නම් සතුටු හිතෙයි ද
ධර්ම ප්‍රචාරය කළ අයුරු,ධර්ම ප්‍රශාරය කළ අයුරු
එය ඔබ කියන ප්‍රභූ පන්තියේ සහභාගිත්වයෙන්,එය ඔබ කියන ප්‍රභූපන්තියේ සහභාගිත්වයෙන්
